0,1,2
"('34.08565', '74.80555', 'Srinagar', 'IN', 'Asia/Kolkata')","('23.07492', '88.28637', 'Pandua', 'IN', 'Asia/Kolkata')","[('28.98002', '77.70636'), ('11.00599', '77.5609'), ('10.10649', '76.35484'), ('24.81757', '84.63445'), ('26.44931', '91.61356'), ('18.51957', '73.85535'), ('21.59983', '71.21169'), ('32.55531', '76.12647'), ('19.21667', '73.08333'), ('28.98002', '77.70636')]"
"('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","('11.12018', '76.11996', 'Manjeri', 'IN', 'Asia/Kolkata')","[('29.22254', '79.5286'), ('12.95629', '78.27539'), ('29.22254', '79.5286'), ('20.88197', '85.83334'), ('20.88197', '85.83334'), ('10.58806', '77.24779'), ('33.37526', '74.3092'), ('12.95629', '78.27539')]"
"('21.59983', '71.21169', 'Amreli', 'IN', 'Asia/Kolkata')","('25.92493', '73.66633', 'Sojat', 'IN', 'Asia/Kolkata')","[('21.59983', '71.21169'), ('15.73628', '75.96976'), ('26.76628', '83.36889'), ('25.75728', '75.37991'), ('26.11527', '86.59509'), ('25.13915', '73.06784'), ('26.44931', '91.61356'), ('32.55531', '76.12647'), ('9.57046', '76.32756')]"
"('25.66795', '85.83636', 'Dalsingh Sarai', 'IN', 'Asia/Kolkata')","('23.49668', '86.68363', 'Adra', 'IN', 'Asia/Kolkata')","[('26.76628', '83.36889'), ('28.71271', '77.656'), ('24.05979', '77.40858'), ('25.75728', '75.37991'), ('21.46527', '83.97573'), ('29.22254', '79.5286'), ('15.5439', '73.7553'), ('12.95629', '78.27539'), ('25.49043', '85.94001'), ('10.12268', '77.54372'), ('20.88098', '75.11937'), ('26.76628', '83.36889')]"
"('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","('25.92493', '73.66633', 'Sojat', 'IN', 'Asia/Kolkata')","[('24.81757', '84.63445'), ('24.41288', '76.56719'), ('22.10194', '85.37752'), ('20.88197', '85.83334'), ('23.18', '88.58'), ('26.11527', '86.59509'), ('12.25282', '79.41727'), ('20.88098', '75.11937'), ('26.2649', '81.54855'), ('28.71271', '77.656'), ('20.88197', '85.83334'), ('30.21121', '74.4818')]"
"('11.50526', '77.23826', 'Sathyamangalam', 'IN', 'Asia/Kolkata')","('26.32293', '91.00632', 'Barpeta', 'IN', 'Asia/Kolkata')","[('32.55531', '76.12647'), ('18.87813', '72.93924'), ('30.81383', '75.16878'), ('14.62072', '74.83554'), ('22.4711', '88.1453'), ('24.05979', '77.40858'), ('11.93381', '79.82979'), ('21.46527', '83.97573'), ('16.06213', '76.0586'), ('28.98002', '77.70636')]"
"('22.4711', '88.1453', 'Pujali', 'IN', 'Asia/Kolkata')","('26.2649', '81.54855', 'Jais', 'IN', 'Asia/Kolkata')","[('10.10649', '76.35484'), ('18.87813', '72.93924'), ('23.18', '88.58'), ('23.07492', '88.28637'), ('15.5439', '73.7553'), ('31.28092', '74.85849'), ('19.21667', '73.08333'), ('22.75218', '72.68533'), ('30.81383', '75.16878')]"
"('28.92694', '78.23456', 'Bachhraon', 'IN', 'Asia/Kolkata')","('24.05979', '77.40858', 'Leteri', 'IN', 'Asia/Kolkata')","[('12.1277', '78.15794'), ('15.73628', '75.96976'), ('25.87498', '86.59611'), ('12.25282', '79.41727'), ('29.21399', '78.95693'), ('26.32293', '91.00632'), ('15.73628', '75.96976'), ('17.34769', '78.55757'), ('23.1959', '86.51499'), ('11.00599', '77.5609'), ('22.75218', '72.68533'), ('28.92694', '78.23456')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('19.30157', '72.85107', 'Bhayandar', 'IN', 'Asia/Kolkata')","[('18.87813', '72.93924'), ('29.22254', '79.5286'), ('15.5439', '73.7553'), ('31.28092', '74.85849'), ('29.21399', '78.95693'), ('14.62072', '74.83554'), ('28.71271', '77.656'), ('25.13915', '73.06784'), ('12.1277', '78.15794'), ('21.46527', '83.97573')]"
"('28.98002', '77.70636', 'Meerut', 'IN', 'Asia/Kolkata')","('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","[('32.55531', '76.12647'), ('31.28092', '74.85849'), ('33.37526', '74.3092'), ('11.50526', '77.23826'), ('24.81757', '84.63445'), ('25.92127', '86.79271'), ('25.6439', '77.9129'), ('33.37526', '74.3092'), ('9.82564', '78.25795'), ('11.12018', '76.11996'), ('24.41288', '76.56719'), ('10.58806', '77.24779')]"
"('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","('25.75728', '75.37991', 'Deoli', 'IN', 'Asia/Kolkata')","[('12.04161', '75.35927'), ('22.75218', '72.68533'), ('11.50526', '77.23826'), ('14.46693', '75.92694'), ('12.1277', '78.15794'), ('10.10649', '76.35484'), ('12.1277', '78.15794'), ('31.28092', '74.85849'), ('18.87813', '72.93924'), ('17.54907', '82.85749'), ('17.54907', '82.85749')]"
"('15.5439', '73.7553', 'Calangute', 'IN', 'Asia/Kolkata')","('15.73628', '75.96976', 'Gajendragarh', 'IN', 'Asia/Kolkata')","[('12.25282', '79.41727'), ('26.11527', '86.59509'), ('28.98002', '77.70636'), ('20.88098', '75.11937'), ('20.88197', '85.83334'), ('23.49668', '86.68363'), ('22.75218', '72.68533'), ('29.21399', '78.95693'), ('11.00599', '77.5609')]"
"('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","[('26.76628', '83.36889'), ('23.07492', '88.28637'), ('32.55531', '76.12647'), ('23.49668', '86.68363'), ('23.1959', '86.51499'), ('34.08565', '74.80555'), ('19.21667', '73.08333'), ('20.88197', '85.83334'), ('28.98002', '77.70636')]"
"('14.62072', '74.83554', 'Sirsi', 'IN', 'Asia/Kolkata')","('21.46527', '83.97573', 'Sambalpur', 'IN', 'Asia/Kolkata')","[('31.28092', '74.85849'), ('19.30157', '72.85107'), ('21.53889', '71.57737'), ('29.22254', '79.5286'), ('26.76628', '83.36889'), ('23.18', '88.58'), ('21.59983', '71.21169'), ('26.32293', '91.00632'), ('18.87813', '72.93924'), ('25.6439', '77.9129'), ('14.46693', '75.92694')]"
"('19.21667', '73.08333', 'Dombivli', 'IN', 'Asia/Kolkata')","('19.21667', '73.08333', 'Dombivli', 'IN', 'Asia/Kolkata')","[('15.45144', '78.14797'), ('27.9247', '78.40102'), ('25.75728', '75.37991'), ('20.88197', '85.83334'), ('19.21667', '73.08333'), ('12.25282', '79.41727'), ('19.30157', '72.85107'), ('33.37526', '74.3092'), ('15.73628', '75.96976'), ('22.19303', '88.18466'), ('12.1277', '78.15794')]"
"('30.81383', '75.16878', 'Moga', 'IN', 'Asia/Kolkata')","('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","[('28.92694', '78.23456'), ('24.81757', '84.63445'), ('17.34769', '78.55757'), ('22.19303', '88.18466'), ('14.62072', '74.83554'), ('26.11527', '86.59509'), ('33.37526', '74.3092'), ('22.10194', '85.37752'), ('26.2649', '81.54855'), ('9.82564', '78.25795')]"
"('19.21667', '73.08333', 'Dombivli', 'IN', 'Asia/Kolkata')","('22.4711', '88.1453', 'Pujali', 'IN', 'Asia/Kolkata')","[('19.21667', '73.08333'), ('17.54907', '82.85749'), ('22.19303', '88.18466'), ('18.51957', '73.85535'), ('22.75218', '72.68533'), ('28.92694', '78.23456'), ('25.87498', '86.59611'), ('26.32293', '91.00632')]"
"('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","('11.00599', '77.5609', 'Kangayam', 'IN', 'Asia/Kolkata')","[('21.53889', '71.57737'), ('30.81383', '75.16878'), ('18.87813', '72.93924'), ('20.88197', '85.83334'), ('28.92694', '78.23456'), ('22.10194', '85.37752'), ('25.87498', '86.59611'), ('24.41288', '76.56719')]"
"('14.46693', '75.92694', 'Davangere', 'IN', 'Asia/Kolkata')","('10.10649', '76.35484', 'Alwaye', 'IN', 'Asia/Kolkata')","[('23.07492', '88.28637'), ('24.41288', '76.56719'), ('25.87498', '86.59611'), ('28.92694', '78.23456'), ('22.88783', '84.13864'), ('33.37526', '74.3092'), ('28.98002', '77.70636'), ('20.88197', '85.83334'), ('22.75218', '72.68533'), ('23.1959', '86.51499')]"
"('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","('33.37526', '74.3092', 'Rajaori', 'IN', 'Asia/Kolkata')","[('25.13915', '73.06784'), ('24.81757', '84.63445'), ('28.92694', '78.23456'), ('23.49668', '86.68363'), ('12.04161', '75.35927'), ('9.57046', '76.32756'), ('11.12018', '76.11996'), ('12.04161', '75.35927'), ('31.28092', '74.85849')]"
"('29.21399', '78.95693', 'Kashipur', 'IN', 'Asia/Kolkata')","('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","[('18.51957', '73.85535'), ('22.10194', '85.37752'), ('26.76628', '83.36889'), ('22.75218', '72.68533'), ('10.10649', '76.35484'), ('23.1959', '86.51499'), ('25.13915', '73.06784'), ('11.00599', '77.5609'), ('12.04161', '75.35927'), ('23.49668', '86.68363')]"
"('26.44931', '91.61356', 'Rangia', 'IN', 'Asia/Kolkata')","('33.37526', '74.3092', 'Rajaori', 'IN', 'Asia/Kolkata')","[('22.10194', '85.37752'), ('26.76628', '83.36889'), ('30.81383', '75.16878'), ('25.66795', '85.83636'), ('25.49043', '85.94001'), ('16.06213', '76.0586'), ('19.21667', '73.08333'), ('25.92493', '73.66633'), ('17.54907', '82.85749'), ('31.28092', '74.85849'), ('11.93381', '79.82979'), ('25.13915', '73.06784')]"
"('17.34769', '78.55757', 'Lal Bahadur Nagar', 'IN', 'Asia/Kolkata')","('17.54907', '82.85749', 'Elamanchili', 'IN', 'Asia/Kolkata')","[('31.28092', '74.85849'), ('30.21121', '74.4818'), ('22.10194', '85.37752'), ('12.04161', '75.35927'), ('25.6439', '77.9129'), ('26.32293', '91.00632'), ('15.45144', '78.14797'), ('18.87813', '72.93924')]"
"('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","('21.34222', '71.30633', 'Kundla', 'IN', 'Asia/Kolkata')","[('18.51957', '73.85535'), ('24.05979', '77.40858'), ('23.49668', '86.68363'), ('30.21121', '74.4818'), ('19.30157', '72.85107'), ('21.59983', '71.21169'), ('24.41288', '76.56719'), ('21.59983', '71.21169'), ('26.32293', '91.00632')]"
"('11.93381', '79.82979', 'Puducherry', 'IN', 'Asia/Kolkata')","('11.12018', '76.11996', 'Manjeri', 'IN', 'Asia/Kolkata')","[('18.87813', '72.93924'), ('26.11527', '86.59509'), ('22.75218', '72.68533'), ('18.18158', '76.03889'), ('28.98002', '77.70636'), ('25.66795', '85.83636'), ('29.22254', '79.5286'), ('14.62072', '74.83554'), ('33.37526', '74.3092'), ('15.45144', '78.14797')]"
"('11.00599', '77.5609', 'Kangayam', 'IN', 'Asia/Kolkata')","('24.41288', '76.56719', 'Aklera', 'IN', 'Asia/Kolkata')","[('17.34769', '78.55757'), ('21.34222', '71.30633'), ('18.87813', '72.93924'), ('23.07492', '88.28637'), ('21.46527', '83.97573'), ('20.88197', '85.83334'), ('23.18', '88.58'), ('33.37526', '74.3092'), ('25.13915', '73.06784'), ('20.88098', '75.11937')]"
"('10.12268', '77.54372', 'Periyakulam', 'IN', 'Asia/Kolkata')","('11.12018', '76.11996', 'Manjeri', 'IN', 'Asia/Kolkata')","[('11.00599', '77.5609'), ('15.73628', '75.96976'), ('26.2649', '81.54855'), ('26.2649', '81.54855'), ('9.82564', '78.25795'), ('28.71271', '77.656'), ('30.21121', '74.4818'), ('10.58806', '77.24779'), ('25.66795', '85.83636'), ('30.81383', '75.16878')]"
"('25.13915', '73.06784', 'Sheoganj', 'IN', 'Asia/Kolkata')","('15.73628', '75.96976', 'Gajendragarh', 'IN', 'Asia/Kolkata')","[('19.30157', '72.85107'), ('10.58806', '77.24779'), ('32.55531', '76.12647'), ('12.95629', '78.27539'), ('28.92694', '78.23456'), ('11.00599', '77.5609'), ('18.18158', '76.03889'), ('28.71271', '77.656')]"
"('28.98002', '77.70636', 'Meerut', 'IN', 'Asia/Kolkata')","('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","[('9.82564', '78.25795'), ('26.76628', '83.36889'), ('24.05979', '77.40858'), ('19.21667', '73.08333'), ('10.12268', '77.54372'), ('22.4711', '88.1453'), ('12.1277', '78.15794'), ('26.32293', '91.00632')]"
"('33.37526', '74.3092', 'Rajaori', 'IN', 'Asia/Kolkata')","('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","[('22.19303', '88.18466'), ('25.13915', '73.06784'), ('23.07492', '88.28637'), ('16.06213', '76.0586'), ('28.71271', '77.656'), ('25.92493', '73.66633'), ('27.9247', '78.40102'), ('18.51957', '73.85535'), ('26.11527', '86.59509')]"
"('15.5439', '73.7553', 'Calangute', 'IN', 'Asia/Kolkata')","('12.25282', '79.41727', 'Gingee', 'IN', 'Asia/Kolkata')","[('15.73628', '75.96976'), ('23.07492', '88.28637'), ('17.54907', '82.85749'), ('22.19303', '88.18466'), ('25.92493', '73.66633'), ('10.58806', '77.24779'), ('27.9247', '78.40102'), ('19.21667', '73.08333')]"
"('22.19303', '88.18466', 'Diamond Harbour', 'IN', 'Asia/Kolkata')","('10.12268', '77.54372', 'Periyakulam', 'IN', 'Asia/Kolkata')","[('25.87498', '86.59611'), ('32.55531', '76.12647'), ('28.98002', '77.70636'), ('23.1959', '86.51499'), ('17.54907', '82.85749'), ('25.92493', '73.66633'), ('11.50526', '77.23826'), ('15.73628', '75.96976'), ('22.19303', '88.18466')]"
"('12.04161', '75.35927', 'Talipparamba', 'IN', 'Asia/Kolkata')","('25.49043', '85.94001', 'Teghra', 'IN', 'Asia/Kolkata')","[('9.57046', '76.32756'), ('10.58806', '77.24779'), ('26.2649', '81.54855'), ('22.4711', '88.1453'), ('25.66795', '85.83636'), ('17.54907', '82.85749'), ('11.93381', '79.82979'), ('12.1277', '78.15794'), ('24.05979', '77.40858'), ('30.81383', '75.16878'), ('12.04161', '75.35927'), ('11.00599', '77.5609')]"
"('25.92493', '73.66633', 'Sojat', 'IN', 'Asia/Kolkata')","('17.54907', '82.85749', 'Elamanchili', 'IN', 'Asia/Kolkata')","[('22.88783', '84.13864'), ('22.88783', '84.13864'), ('22.19303', '88.18466'), ('23.49668', '86.68363'), ('24.05979', '77.40858'), ('21.34222', '71.30633'), ('11.50526', '77.23826'), ('16.06213', '76.0586'), ('26.11527', '86.59509'), ('14.62072', '74.83554')]"
"('16.06213', '76.0586', 'Hungund', 'IN', 'Asia/Kolkata')","('9.57046', '76.32756', 'Kalavoor', 'IN', 'Asia/Kolkata')","[('28.71271', '77.656'), ('25.87498', '86.59611'), ('28.71271', '77.656'), ('25.92127', '86.79271'), ('15.5439', '73.7553'), ('12.25282', '79.41727'), ('9.57046', '76.32756'), ('17.34769', '78.55757'), ('31.28092', '74.85849'), ('26.76628', '83.36889'), ('25.75728', '75.37991'), ('18.87813', '72.93924')]"
"('15.5439', '73.7553', 'Calangute', 'IN', 'Asia/Kolkata')","('34.08565', '74.80555', 'Srinagar', 'IN', 'Asia/Kolkata')","[('25.66795', '85.83636'), ('34.08565', '74.80555'), ('11.93381', '79.82979'), ('32.55531', '76.12647'), ('12.25282', '79.41727'), ('18.51957', '73.85535'), ('15.73628', '75.96976'), ('25.13915', '73.06784'), ('34.08565', '74.80555'), ('14.46693', '75.92694'), ('24.05979', '77.40858'), ('34.08565', '74.80555')]"
"('22.88783', '84.13864', 'Jashpurnagar', 'IN', 'Asia/Kolkata')","('26.44931', '91.61356', 'Rangia', 'IN', 'Asia/Kolkata')","[('21.59983', '71.21169'), ('9.82564', '78.25795'), ('34.08565', '74.80555'), ('26.11527', '86.59509'), ('21.34222', '71.30633'), ('33.37526', '74.3092'), ('26.76628', '83.36889'), ('33.37526', '74.3092'), ('18.87813', '72.93924')]"
"('23.18', '88.58', 'Aistala', 'IN', 'Asia/Kolkata')","('26.11527', '86.59509', 'Supaul', 'IN', 'Asia/Kolkata')","[('18.51957', '73.85535'), ('33.37526', '74.3092'), ('25.49043', '85.94001'), ('28.71271', '77.656'), ('18.87813', '72.93924'), ('11.50526', '77.23826'), ('14.62072', '74.83554'), ('24.41288', '76.56719'), ('14.62072', '74.83554'), ('22.75218', '72.68533'), ('22.75218', '72.68533'), ('12.1277', '78.15794')]"
"('24.05979', '77.40858', 'Leteri', 'IN', 'Asia/Kolkata')","('22.10194', '85.37752', 'Barbil', 'IN', 'Asia/Kolkata')","[('26.44931', '91.61356'), ('22.88783', '84.13864'), ('17.54907', '82.85749'), ('15.5439', '73.7553'), ('33.37526', '74.3092'), ('20.88197', '85.83334'), ('30.21121', '74.4818'), ('18.51957', '73.85535'), ('22.19303', '88.18466'), ('28.71271', '77.656')]"
"('22.75218', '72.68533', 'Kheda', 'IN', 'Asia/Kolkata')","('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","[('15.73628', '75.96976'), ('26.11527', '86.59509'), ('24.05979', '77.40858'), ('12.1277', '78.15794'), ('24.05979', '77.40858'), ('25.92127', '86.79271'), ('21.34222', '71.30633'), ('12.95629', '78.27539'), ('12.1277', '78.15794'), ('25.92127', '86.79271')]"
"('21.46527', '83.97573', 'Sambalpur', 'IN', 'Asia/Kolkata')","('9.82564', '78.25795', 'Tiruppuvanam', 'IN', 'Asia/Kolkata')","[('26.32293', '91.00632'), ('9.57046', '76.32756'), ('25.87498', '86.59611'), ('23.18', '88.58'), ('9.82564', '78.25795'), ('11.93381', '79.82979'), ('22.4711', '88.1453'), ('10.10649', '76.35484'), ('11.00599', '77.5609'), ('16.06213', '76.0586'), ('17.34769', '78.55757')]"
"('26.76628', '83.36889', 'Gorakhpur', 'IN', 'Asia/Kolkata')","('10.58806', '77.24779', 'Udumalaippettai', 'IN', 'Asia/Kolkata')","[('26.76628', '83.36889'), ('11.00599', '77.5609'), ('17.34769', '78.55757'), ('28.98002', '77.70636'), ('10.12268', '77.54372'), ('23.49668', '86.68363'), ('23.1959', '86.51499'), ('12.04161', '75.35927'), ('14.62072', '74.83554'), ('15.45144', '78.14797'), ('23.07492', '88.28637'), ('25.13915', '73.06784')]"
"('25.92493', '73.66633', 'Sojat', 'IN', 'Asia/Kolkata')","('16.06213', '76.0586', 'Hungund', 'IN', 'Asia/Kolkata')","[('24.81757', '84.63445'), ('25.87498', '86.59611'), ('24.41288', '76.56719'), ('12.25282', '79.41727'), ('15.45144', '78.14797'), ('33.37526', '74.3092'), ('24.41288', '76.56719'), ('25.92493', '73.66633'), ('25.13915', '73.06784'), ('28.92694', '78.23456'), ('23.07492', '88.28637')]"
"('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","('25.13915', '73.06784', 'Sheoganj', 'IN', 'Asia/Kolkata')","[('26.44931', '91.61356'), ('19.30157', '72.85107'), ('15.5439', '73.7553'), ('25.87498', '86.59611'), ('26.32293', '91.00632'), ('11.12018', '76.11996'), ('25.87498', '86.59611'), ('32.55531', '76.12647'), ('11.12018', '76.11996')]"
"('25.13915', '73.06784', 'Sheoganj', 'IN', 'Asia/Kolkata')","('25.66795', '85.83636', 'Dalsingh Sarai', 'IN', 'Asia/Kolkata')","[('22.10194', '85.37752'), ('21.34222', '71.30633'), ('22.19303', '88.18466'), ('11.93381', '79.82979'), ('21.53889', '71.57737'), ('19.30157', '72.85107'), ('29.22254', '79.5286'), ('20.88098', '75.11937')]"
"('30.21121', '74.4818', 'Malaut', 'IN', 'Asia/Kolkata')","('25.49043', '85.94001', 'Teghra', 'IN', 'Asia/Kolkata')","[('30.81383', '75.16878'), ('18.51957', '73.85535'), ('11.00599', '77.5609'), ('21.59983', '71.21169'), ('17.54907', '82.85749'), ('18.87813', '72.93924'), ('22.88783', '84.13864'), ('20.88098', '75.11937'), ('30.21121', '74.4818')]"
"('25.6439', '77.9129', 'Narwar', 'IN', 'Asia/Kolkata')","('25.49043', '85.94001', 'Teghra', 'IN', 'Asia/Kolkata')","[('25.6439', '77.9129'), ('15.73628', '75.96976'), ('23.07492', '88.28637'), ('25.87498', '86.59611'), ('9.57046', '76.32756'), ('11.00599', '77.5609'), ('15.5439', '73.7553'), ('15.5439', '73.7553'), ('24.81757', '84.63445'), ('30.81383', '75.16878'), ('26.11527', '86.59509')]"
"('21.53889', '71.57737', 'Gariadhar', 'IN', 'Asia/Kolkata')","('20.88098', '75.11937', 'Parola', 'IN', 'Asia/Kolkata')","[('23.07492', '88.28637'), ('29.21399', '78.95693'), ('26.32293', '91.00632'), ('24.41288', '76.56719'), ('11.50526', '77.23826'), ('11.93381', '79.82979'), ('27.9247', '78.40102'), ('25.75728', '75.37991'), ('25.66795', '85.83636')]"
"('33.37526', '74.3092', 'Rajaori', 'IN', 'Asia/Kolkata')","('14.62072', '74.83554', 'Sirsi', 'IN', 'Asia/Kolkata')","[('25.66795', '85.83636'), ('25.87498', '86.59611'), ('25.49043', '85.94001'), ('19.21667', '73.08333'), ('19.30157', '72.85107'), ('15.73628', '75.96976'), ('26.2649', '81.54855'), ('18.18158', '76.03889'), ('19.30157', '72.85107')]"
"('18.87813', '72.93924', 'Uran', 'IN', 'Asia/Kolkata')","('26.2649', '81.54855', 'Jais', 'IN', 'Asia/Kolkata')","[('28.71271', '77.656'), ('10.58806', '77.24779'), ('17.54907', '82.85749'), ('28.71271', '77.656'), ('12.95629', '78.27539'), ('19.21667', '73.08333'), ('32.55531', '76.12647'), ('19.30157', '72.85107'), ('26.2649', '81.54855'), ('34.08565', '74.80555'), ('15.45144', '78.14797')]"
"('18.18158', '76.03889', 'Osmanabad', 'IN', 'Asia/Kolkata')","('25.66795', '85.83636', 'Dalsingh Sarai', 'IN', 'Asia/Kolkata')","[('11.00599', '77.5609'), ('9.82564', '78.25795'), ('19.30157', '72.85107'), ('20.88098', '75.11937'), ('25.92127', '86.79271'), ('14.46693', '75.92694'), ('19.21667', '73.08333'), ('24.81757', '84.63445')]"
"('21.59983', '71.21169', 'Amreli', 'IN', 'Asia/Kolkata')","('14.46693', '75.92694', 'Davangere', 'IN', 'Asia/Kolkata')","[('20.88197', '85.83334'), ('11.50526', '77.23826'), ('22.19303', '88.18466'), ('15.45144', '78.14797'), ('21.46527', '83.97573'), ('34.08565', '74.80555'), ('9.57046', '76.32756'), ('21.59983', '71.21169')]"
"('31.28092', '74.85849', 'Patti', 'IN', 'Asia/Kolkata')","('18.18158', '76.03889', 'Osmanabad', 'IN', 'Asia/Kolkata')","[('10.10649', '76.35484'), ('23.1959', '86.51499'), ('29.22254', '79.5286'), ('25.49043', '85.94001'), ('30.81383', '75.16878'), ('26.44931', '91.61356'), ('21.59983', '71.21169'), ('30.21121', '74.4818')]"
"('25.66795', '85.83636', 'Dalsingh Sarai', 'IN', 'Asia/Kolkata')","('18.51957', '73.85535', 'Pune', 'IN', 'Asia/Kolkata')","[('19.21667', '73.08333'), ('22.75218', '72.68533'), ('22.10194', '85.37752'), ('11.93381', '79.82979'), ('12.95629', '78.27539'), ('27.9247', '78.40102'), ('28.71271', '77.656'), ('19.21667', '73.08333'), ('21.46527', '83.97573'), ('18.51957', '73.85535')]"
"('12.04161', '75.35927', 'Talipparamba', 'IN', 'Asia/Kolkata')","('26.11527', '86.59509', 'Supaul', 'IN', 'Asia/Kolkata')","[('21.53889', '71.57737'), ('26.2649', '81.54855'), ('22.10194', '85.37752'), ('19.21667', '73.08333'), ('22.75218', '72.68533'), ('31.28092', '74.85849'), ('23.07492', '88.28637'), ('34.08565', '74.80555')]"
"('25.13915', '73.06784', 'Sheoganj', 'IN', 'Asia/Kolkata')","('14.46693', '75.92694', 'Davangere', 'IN', 'Asia/Kolkata')","[('9.82564', '78.25795'), ('11.50526', '77.23826'), ('9.82564', '78.25795'), ('16.06213', '76.0586'), ('25.75728', '75.37991'), ('23.49668', '86.68363'), ('28.98002', '77.70636'), ('10.12268', '77.54372'), ('9.82564', '78.25795'), ('18.51957', '73.85535'), ('21.59983', '71.21169'), ('23.18', '88.58')]"
